unique_id,metric,value,taxonomic_resolution,spatial_resolution,metric_class,influence_of_disturbance,ref_median,bound,metric_bde,upper,lower,score
west_104_x_2016,pct_collect,77.3584905660378,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_104_x_2017,pct_collect,50.8620689655172,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,0
west_105_x_2014,pct_collect,71.551724137931,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,26.2701676684593
west_105_x_2015,pct_collect,81.5126050420168,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_105_x_2016,pct_collect,90,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_105_x_2017,pct_collect,66.3865546218487,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,0
west_106_x_2014,pct_collect,91.6666666666667,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_106_x_2015,pct_collect,87.7049180327869,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_106_x_2016,pct_collect,93.4306569343066,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_106_x_2017,pct_collect,92.0863309352518,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_107_x_2014,pct_collect,84.3478260869565,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_107_x_2015,pct_collect,82.1052631578947,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_108_x_2014,pct_collect,80.3571428571429,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_108_x_2015,pct_collect,83.177570093458,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_108_x_2016,pct_collect,80.7228915662651,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_108_x_2017,pct_collect,88.5964912280702,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_109_x_2014,pct_collect,73.0434782608696,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,53.6418029517351
west_109_x_2015,pct_collect,66.3461538461538,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,0
west_109_x_2016,pct_collect,59.6330275229358,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,0
west_109_x_2017,pct_collect,80.7017543859649,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_110_r_2017,pct_collect,77.9527559055118,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_110_x_2016,pct_collect,83.7837837837838,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_110_x_2017,pct_collect,60.2040816326531,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,0
west_114_r_2016,pct_collect,57.2727272727273,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,0
west_ajc_x_2016,pct_collect,82.3008849557522,genus,coast,ffg,decrease,75.57,70.12,51.61,75.57,70.12,100
west_101_x_2014,pct_predator,43.5294117647059,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_101_x_2015,pct_predator,28.9473684210526,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_101_x_2016,pct_predator,0.806451612903226,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_101_x_2017,pct_predator,1.85185185185185,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_102_x_2014,pct_predator,32.1100917431193,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_102_x_2015,pct_predator,4.95049504950495,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_102_x_2016,pct_predator,0.757575757575758,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_102_x_2017,pct_predator,1.81818181818182,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_103_x_2014,pct_predator,13.7254901960784,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_103_x_2015,pct_predator,10.8910891089109,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_103_x_2016,pct_predator,0,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_103_x_2017,pct_predator,4.67289719626168,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_104_x_2014,pct_predator,7.20720720720721,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,69.8868098868099
west_104_x_2015,pct_predator,6.71641791044776,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,95.0554917719097
west_104_x_2016,pct_predator,4.71698113207547,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_104_x_2017,pct_predator,11.2068965517241,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_105_x_2014,pct_predator,6.89655172413793,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,85.817860300619
west_105_x_2015,pct_predator,9.2436974789916,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_105_x_2016,pct_predator,0,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_105_x_2017,pct_predator,8.40336134453782,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,8.54557207498384
west_106_x_2014,pct_predator,0.833333333333333,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_106_x_2015,pct_predator,6.55737704918033,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_106_x_2016,pct_predator,2.91970802919708,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_106_x_2017,pct_predator,5.75539568345324,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_107_x_2014,pct_predator,1.73913043478261,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_107_x_2015,pct_predator,0,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_108_x_2014,pct_predator,4.46428571428571,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_108_x_2015,pct_predator,0,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_108_x_2016,pct_predator,1.20481927710843,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_108_x_2017,pct_predator,7.01754385964912,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,79.6131354026091
west_109_x_2014,pct_predator,0.869565217391304,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_109_x_2015,pct_predator,0,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_109_x_2016,pct_predator,0.91743119266055,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_109_x_2017,pct_predator,6.14035087719298,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_110_r_2017,pct_predator,3.93700787401575,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_110_x_2016,pct_predator,1.8018018018018,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_110_x_2017,pct_predator,23.469387755102,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_114_r_2016,pct_predator,9.09090909090909,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,0
west_ajc_x_2016,pct_predator,0.88495575221239,genus,coast,ffg,increase,6.62,8.57,54.84,8.57,6.62,100
west_101_x_2014,hbi,6.58823529411765,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_101_x_2015,hbi,5.74561403508772,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,44.5847953216375
west_101_x_2016,hbi,6.32258064516129,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_101_x_2017,hbi,6.2037037037037,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_102_x_2014,hbi,5.54128440366972,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,71.8287461773701
west_102_x_2015,hbi,4.81188118811881,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_102_x_2016,hbi,5.57575757575758,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,67.2323232323232
west_102_x_2017,hbi,4.94545454545455,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_103_x_2014,hbi,4.26470588235294,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_103_x_2015,hbi,4.44554455445545,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_103_x_2016,hbi,5.06862745098039,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_103_x_2017,hbi,5.21495327102804,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_104_x_2014,hbi,4.68468468468469,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_104_x_2015,hbi,4.44776119402985,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_104_x_2016,hbi,4.04716981132076,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_104_x_2017,hbi,4.67241379310345,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_105_x_2014,hbi,5.25862068965517,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_105_x_2015,hbi,4.57142857142857,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_105_x_2016,hbi,4.14545454545455,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_105_x_2017,hbi,5.31932773109244,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_106_x_2014,hbi,6.71666666666667,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_106_x_2015,hbi,6.70247933884298,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_106_x_2016,hbi,7.25547445255474,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_106_x_2017,hbi,7.44202898550725,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_107_x_2014,hbi,5.98260869565217,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,12.9855072463768
west_107_x_2015,hbi,6.15789473684211,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_108_x_2014,hbi,6.19642857142857,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_108_x_2015,hbi,5.71028037383178,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,49.2959501557633
west_108_x_2016,hbi,5.24096385542169,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_108_x_2017,hbi,5.71052631578947,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,49.2631578947369
west_109_x_2014,hbi,5.94782608695652,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,17.6231884057971
west_109_x_2015,hbi,5.82692307692308,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,33.7435897435898
west_109_x_2016,hbi,5.28440366972477,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_109_x_2017,hbi,6.28070175438597,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_110_r_2017,hbi,5.25984251968504,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_110_x_2016,hbi,4.7027027027027,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_110_x_2017,hbi,6.41836734693878,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,0
west_114_r_2016,hbi,4.98181818181818,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_ajc_x_2016,hbi,5.29203539823009,genus,coast,tolerance,increase,5.33,6.08,69.35,6.08,5.33,100
west_101_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_101_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_101_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_101_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_102_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_102_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_102_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_102_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_103_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_103_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_103_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_103_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_104_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_104_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_104_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_104_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_105_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_105_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_105_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_105_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_106_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_106_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_106_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_106_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_107_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_107_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_108_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_108_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_108_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_108_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_109_x_2014,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_109_x_2015,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_109_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_109_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_110_r_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_110_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_110_x_2017,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_114_r_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_ajc_x_2016,pct_ept_no_hydro,0,genus,coast,composition,increase,83.37,93.55,58.06,93.55,83.37,100
west_101_x_2014,pct_diptera,56.4705882352941,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_101_x_2015,pct_diptera,53.5087719298246,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_101_x_2016,pct_diptera,83.8709677419355,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_101_x_2017,pct_diptera,92.5925925925926,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_102_x_2014,pct_diptera,61.4678899082569,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_102_x_2015,pct_diptera,62.3762376237624,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_102_x_2016,pct_diptera,86.3636363636364,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_102_x_2017,pct_diptera,70,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_103_x_2014,pct_diptera,43.1372549019608,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,63.4744335335431
west_103_x_2015,pct_diptera,59.4059405940594,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_103_x_2016,pct_diptera,89.2156862745098,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_103_x_2017,pct_diptera,73.8317757009346,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_104_x_2014,pct_diptera,45.0450450450451,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,48.0142216771066
west_104_x_2015,pct_diptera,50,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,7.86061588330631
west_104_x_2016,pct_diptera,68.8679245283019,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_104_x_2017,pct_diptera,33.6206896551724,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,100
west_105_x_2014,pct_diptera,51.7241379310345,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_105_x_2015,pct_diptera,59.6638655462185,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_105_x_2016,pct_diptera,80,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_105_x_2017,pct_diptera,36.9747899159664,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,100
west_106_x_2014,pct_diptera,14.1666666666667,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,100
west_106_x_2015,pct_diptera,70.4918032786885,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_106_x_2016,pct_diptera,86.1313868613139,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_106_x_2017,pct_diptera,54.6762589928058,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_107_x_2014,pct_diptera,89.5652173913044,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_107_x_2015,pct_diptera,77.8947368421053,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_108_x_2014,pct_diptera,84.8214285714286,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_108_x_2015,pct_diptera,65.4205607476636,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_108_x_2016,pct_diptera,62.6506024096386,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_108_x_2017,pct_diptera,85.0877192982456,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_109_x_2014,pct_diptera,84.3478260869565,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_109_x_2015,pct_diptera,56.7307692307692,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_109_x_2016,pct_diptera,50.4587155963303,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,4.14330959213717
west_109_x_2017,pct_diptera,70.1754385964912,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_110_r_2017,pct_diptera,85.0393700787402,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_110_x_2016,pct_diptera,74.7747747747748,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_110_x_2017,pct_diptera,73.4693877551021,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_114_r_2016,pct_diptera,63.6363636363636,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_ajc_x_2016,pct_diptera,82.3008849557522,genus,coast,composition,increase,38.63,50.97,66.13,50.97,38.63,0
west_101_x_2014,hurlberts_pie,0.922076124567474,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_101_x_2015,hurlberts_pie,0.874630177514793,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_101_x_2016,hurlberts_pie,0.644716553287982,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,100
west_101_x_2017,hurlberts_pie,0.812572087658593,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_102_x_2014,hurlberts_pie,0.941042885841558,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_102_x_2015,hurlberts_pie,0.878541319478483,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_102_x_2016,hurlberts_pie,0.665396825396825,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,96.4021164021164
west_102_x_2017,hurlberts_pie,0.870562130177515,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_103_x_2014,hurlberts_pie,0.795655517108804,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,9.56298859413048
west_103_x_2015,hurlberts_pie,0.887560043133026,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_103_x_2016,hurlberts_pie,0.672241445597847,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,91.8390362681021
west_103_x_2017,hurlberts_pie,0.893605442176871,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_104_x_2014,hurlberts_pie,0.868571428571429,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_104_x_2015,hurlberts_pie,0.846711503188051,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_104_x_2016,hurlberts_pie,0.765162721893491,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,29.8915187376726
west_104_x_2017,hurlberts_pie,0.90837627740414,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_105_x_2014,hurlberts_pie,0.873442506229975,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_105_x_2015,hurlberts_pie,0.829941479605206,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_105_x_2016,hurlberts_pie,0.520501461023659,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,100
west_105_x_2017,hurlberts_pie,0.90843621399177,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_106_x_2014,hurlberts_pie,0.667923461212178,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,94.7176925252145
west_106_x_2015,hurlberts_pie,0.666122448979592,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,95.9183673469388
west_106_x_2016,hurlberts_pie,0.451720419566709,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,100
west_106_x_2017,hurlberts_pie,0.741830065359477,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,45.4466230936819
west_107_x_2014,hurlberts_pie,0.735413328306155,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,49.7244477958966
west_107_x_2015,hurlberts_pie,0.699168975069252,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,73.887349953832
west_108_x_2014,hurlberts_pie,0.804222829672919,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,3.85144688472054
west_108_x_2015,hurlberts_pie,0.798816568047337,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,7.4556213017752
west_108_x_2016,hurlberts_pie,0.87705037015532,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_108_x_2017,hurlberts_pie,0.745759637188209,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,42.8269085411942
west_109_x_2014,hurlberts_pie,0.757470072579885,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,35.01995161341
west_109_x_2015,hurlberts_pie,0.874075443786982,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_109_x_2016,hurlberts_pie,0.872196511213955,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_109_x_2017,hurlberts_pie,0.837913832199547,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_110_r_2017,hurlberts_pie,0.79437641723356,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,10.4157218442933
west_110_x_2016,hurlberts_pie,0.852244897959184,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_110_x_2017,hurlberts_pie,0.878592253227822,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_114_r_2016,hurlberts_pie,0.906906372374511,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,0
west_ajc_x_2016,hurlberts_pie,0.628988850442138,genus,coast,richness/diversity,increase,0.66,0.81,66.13,0.81,0.66,100
west_101_x_2014,pct_gather,29.4117647058824,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,100
west_101_x_2015,pct_gather,40.3508771929825,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,100
west_101_x_2016,pct_gather,75.8064516129032,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,0
west_101_x_2017,pct_gather,58.3333333333333,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,0
west_102_x_2014,pct_gather,50.4587155963303,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,82.6366329918252
west_102_x_2015,pct_gather,35.6435643564356,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,100
west_102_x_2016,pct_gather,63.6363636363636,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,0
west_102_x_2017,pct_gather,51.8181818181818,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,65.0041268718311
west_103_x_2014,pct_gather,54.9019607843137,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,25.0069937183692
west_103_x_2015,pct_gather,31.6831683168317,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,100
west_103_x_2016,pct_gather,46.078431372549,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,100
west_103_x_2017,pct_gather,60.7476635514019,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,0
west_104_x_2014,pct_gather,64.8648648648649,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,0
west_104_x_2015,pct_gather,54.4776119402985,genus,coast,ffg,increase,49.12,56.83,59.68,56.83,49.12,30.5108697756354
